"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3284","Guest can add product to basket","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","2798","Authorized user can add product to basket","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","1681","Guest can go to Login page from Main page","tests","2026-07-07","passed","2026-07-07","TestMainPage","test_main_page","",""
"","2930","Guest can add product to basket","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","7997","Empty basket opened from Main page has no products","tests","2026-07-07","passed","2026-07-07","TestMainPage","test_main_page","",""
"","5858","Empty basket opened from Product page has no products","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","3381","Guest can add product to basket","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","6145","Authorized user see no messages on Product page","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","2576","Guest can add product to basket","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","2125","Guest can add product to basket","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","1859","Guest can add product to basket","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","3437","Guest can add product to basket","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","3973","Guest can add product to basket","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","1612","Guest can add product to basket","tests","2026-07-07","skipped","2026-07-07","TestProductPage","test_product_page","",""
"","962","Guest should see login link on Product page","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","3720","Guest can add product to basket","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","7349","Guest see no messages on Product page","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
"","2108","Guest should see login link on Main page","tests","2026-07-07","passed","2026-07-07","TestMainPage","test_main_page","",""
"","2816","Guest can go to Login page from Product page","tests","2026-07-07","passed","2026-07-07","TestProductPage","test_product_page","",""
